Genome Name,Genome ID,ampicillin,cefotaxime,ceftazidime,cefuroxime,ciprofloxacin,gentamicin,meropenem,piperacillin/tazobactam,tigecycline,trimethoprim/sulfamethoxazole
Escherichia coli e61f8176-7bb9-11e9-a8d3-68b59976a384,562.100558,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli e631eba0-7bb8-11e9-a8d3-68b59976a384,562.99113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e639fcfe-7bb9-11e9-a8d3-68b59976a384,562.97922,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Escherichia coli e645eeca-7bb8-11e9-a8d3-68b59976a384,562.99112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e65577e0-7bb9-11e9-a8d3-68b59976a384,562.98028,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Escherichia coli e65b45d6-7bb8-11e9-a8d3-68b59976a384,562.99319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e671d076-7bb8-11e9-a8d3-68b59976a384,562.99333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli e685a1be-7bb8-11e9-a8d3-68b59976a384,562.99336,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
Escherichia coli e69a0f82-7bb8-11e9-a8d3-68b59976a384,562.99576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e6c260fe-7bb8-11e9-a8d3-68b59976a384,562.99124,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli e6d65424-7bb8-11e9-a8d3-68b59976a384,562.99119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e6eb541e-7bb8-11e9-a8d3-68b59976a384,562.99114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e700856e-7bb8-11e9-a8d3-68b59976a384,562.99327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e714f828-7bb8-11e9-a8d3-68b59976a384,562.99341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli e7295ade-7bb8-11e9-a8d3-68b59976a384,562.99578,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli e73dab42-7bb8-11e9-a8d3-68b59976a384,562.99577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e7530c08-7bb8-11e9-a8d3-68b59976a384,562.99574,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e767b72a-7bb8-11e9-a8d3-68b59976a384,562.99123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e77cfa9a-7bb8-11e9-a8d3-68b59976a384,562.9911,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e792ac32-7bb8-11e9-a8d3-68b59976a384,562.99342,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli e7a782d8-7bb8-11e9-a8d3-68b59976a384,562.99343,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli e7d1e50a-7bb8-11e9-a8d3-68b59976a384,562.99585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e7e7dd24-7bb8-11e9-a8d3-68b59976a384,562.99583,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli e7fca8e4-7bb8-11e9-a8d3-68b59976a384,562.99867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e811ba0e-7bb8-11e9-a8d3-68b59976a384,562.99117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e8277a88-7bb8-11e9-a8d3-68b59976a384,562.9912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e87c4522-7bb8-11e9-a8d3-68b59976a384,562.99582,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli e890f120-7bb8-11e9-a8d3-68b59976a384,562.99586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e8a66f82-7bb8-11e9-a8d3-68b59976a384,562.99872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Escherichia coli e8bbd2d2-7bb8-11e9-a8d3-68b59976a384,562.99873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e8d0fe46-7bb8-11e9-a8d3-68b59976a384,562.99874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e8e50e2c-7bb8-11e9-a8d3-68b59976a384,562.99876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e8f86b98-7bb8-11e9-a8d3-68b59976a384,562.100163,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli e90d1246-7bb8-11e9-a8d3-68b59976a384,562.100162,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e9212d12-7bb8-11e9-a8d3-68b59976a384,562.100173,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli e9352f42-7bb8-11e9-a8d3-68b59976a384,562.100177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e948e96a-7bb8-11e9-a8d3-68b59976a384,562.100418,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e95d699e-7bb8-11e9-a8d3-68b59976a384,562.99842,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e9719fb8-7bb8-11e9-a8d3-68b59976a384,562.99852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e9862bd6-7bb8-11e9-a8d3-68b59976a384,562.99857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e99a3482-7bb8-11e9-a8d3-68b59976a384,562.100145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli e9ae3ca2-7bb8-11e9-a8d3-68b59976a384,562.100153,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli e9c25c5a-7bb8-11e9-a8d3-68b59976a384,562.100018,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli e9d6bbd2-7bb8-11e9-a8d3-68b59976a384,562.100159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli e9eb5542-7bb8-11e9-a8d3-68b59976a384,562.100478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli ea0054a6-7bb8-11e9-a8d3-68b59976a384,562.99759,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli ea14cd46-7bb8-11e9-a8d3-68b59976a384,562.99877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ea29ce3a-7bb8-11e9-a8d3-68b59976a384,562.99881,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli ea3e4f9a-7bb8-11e9-a8d3-68b59976a384,562.100021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ea537b86-7bb8-11e9-a8d3-68b59976a384,562.100165,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ea6a63d2-7bb8-11e9-a8d3-68b59976a384,562.100169,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli ea7f599a-7bb8-11e9-a8d3-68b59976a384,562.100172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ea9545d4-7bb8-11e9-a8d3-68b59976a384,562.100485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli eaaa85a2-7bb8-11e9-a8d3-68b59976a384,562.99879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli eabf41cc-7bb8-11e9-a8d3-68b59976a384,562.99886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ead508c2-7bb8-11e9-a8d3-68b59976a384,562.99885,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli eaea6f32-7bb8-11e9-a8d3-68b59976a384,562.100174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli eaff391c-7bb8-11e9-a8d3-68b59976a384,562.100175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli eb1502a6-7bb8-11e9-a8d3-68b59976a384,562.100176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli eb2a5b38-7bb8-11e9-a8d3-68b59976a384,562.10049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli eb48b56a-7bb8-11e9-a8d3-68b59976a384,562.100491,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli eb5c78ca-7bb8-11e9-a8d3-68b59976a384,562.9983,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli eb70b510-7bb8-11e9-a8d3-68b59976a384,562.99831,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Escherichia coli eb859cf0-7bb8-11e9-a8d3-68b59976a384,562.99832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli eb9abfe0-7bb8-11e9-a8d3-68b59976a384,562.100112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ebb1eb16-7bb8-11e9-a8d3-68b59976a384,562.100114,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli ebc7d1ba-7bb8-11e9-a8d3-68b59976a384,562.100113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ebded20c-7bb8-11e9-a8d3-68b59976a384,562.100419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ebf3598e-7bb8-11e9-a8d3-68b59976a384,562.100423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli ec06d81a-7bb8-11e9-a8d3-68b59976a384,562.99756,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli ec1bdff8-7bb8-11e9-a8d3-68b59976a384,562.99841,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli ec305f96-7bb8-11e9-a8d3-68b59976a384,562.99839,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli ec44ca44-7bb8-11e9-a8d3-68b59976a384,562.100118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ec59adec-7bb8-11e9-a8d3-68b59976a384,562.10012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ec6e391a-7bb8-11e9-a8d3-68b59976a384,562.100123,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli ec82d5b4-7bb8-11e9-a8d3-68b59976a384,562.100429,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ec97e1e8-7bb8-11e9-a8d3-68b59976a384,562.100428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ecabd68a-7bb8-11e9-a8d3-68b59976a384,562.99754,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli ecc175c6-7bb8-11e9-a8d3-68b59976a384,562.99843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ecd7bab6-7bb8-11e9-a8d3-68b59976a384,562.99836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ececcb2c-7bb8-11e9-a8d3-68b59976a384,562.100126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ed013f94-7bb8-11e9-a8d3-68b59976a384,562.100127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ed1547c8-7bb8-11e9-a8d3-68b59976a384,562.100124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ed296730-7bb8-11e9-a8d3-68b59976a384,562.100433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli ed539cbc-7bb8-11e9-a8d3-68b59976a384,562.99847,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli ed681138-7bb8-11e9-a8d3-68b59976a384,562.99846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ed7cdf32-7bb8-11e9-a8d3-68b59976a384,562.99848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ed933994-7bb8-11e9-a8d3-68b59976a384,562.100128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli edad6c06-7bb8-11e9-a8d3-68b59976a384,562.10013,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli edc5e38a-7bb8-11e9-a8d3-68b59976a384,562.100131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ede0c9ac-7bb8-11e9-a8d3-68b59976a384,562.100438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli edfc5a5a-7bb8-11e9-a8d3-68b59976a384,562.100442,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli ee176192-7bb8-11e9-a8d3-68b59976a384,562.99853,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli ee326a1e-7bb8-11e9-a8d3-68b59976a384,562.99851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ee4d65bc-7bb8-11e9-a8d3-68b59976a384,562.99855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ee6794b4-7bb8-11e9-a8d3-68b59976a384,562.100133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ee8338b8-7bb8-11e9-a8d3-68b59976a384,562.100136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ee9e0eae-7bb8-11e9-a8d3-68b59976a384,562.100135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli eeb9ad4e-7bb8-11e9-a8d3-68b59976a384,562.100446,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli eed802bc-7bb8-11e9-a8d3-68b59976a384,562.100448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ef0c2ad8-7bb8-11e9-a8d3-68b59976a384,562.99858,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli ef2531c2-7bb8-11e9-a8d3-68b59976a384,562.99859,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli ef3f08fe-7bb8-11e9-a8d3-68b59976a384,562.100138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli ef586f10-7bb8-11e9-a8d3-68b59976a384,562.100139,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli ef72b1ae-7bb8-11e9-a8d3-68b59976a384,562.100023,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli ef8c5db6-7bb8-11e9-a8d3-68b59976a384,562.10045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli efa66ddc-7bb8-11e9-a8d3-68b59976a384,562.100456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli efbf4564-7bb8-11e9-a8d3-68b59976a384,562.99862,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli efd991da-7bb8-11e9-a8d3-68b59976a384,562.99863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli eff34670-7bb8-11e9-a8d3-68b59976a384,562.100141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f00cec6a-7bb8-11e9-a8d3-68b59976a384,562.100144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli f026ed18-7bb8-11e9-a8d3-68b59976a384,562.100146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f0412480-7bb8-11e9-a8d3-68b59976a384,562.100147,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli f05b4c7a-7bb8-11e9-a8d3-68b59976a384,562.100458,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f07507fa-7bb8-11e9-a8d3-68b59976a384,562.100461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f08f4480-7bb8-11e9-a8d3-68b59976a384,562.99865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f0a79666-7bb8-11e9-a8d3-68b59976a384,562.99866,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f0c1ed22-7bb8-11e9-a8d3-68b59976a384,562.100149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f0dc627e-7bb8-11e9-a8d3-68b59976a384,562.100151,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli f0f75426-7bb8-11e9-a8d3-68b59976a384,562.100152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f111a04c-7bb8-11e9-a8d3-68b59976a384,562.100154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f12d5c42-7bb8-11e9-a8d3-68b59976a384,562.100465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f14714ca-7bb8-11e9-a8d3-68b59976a384,562.100464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f16399ce-7bb8-11e9-a8d3-68b59976a384,562.100467,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f17f2c8e-7bb8-11e9-a8d3-68b59976a384,562.100469,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f19be8d8-7bb8-11e9-a8d3-68b59976a384,562.100819,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli f1b77224-7bb8-11e9-a8d3-68b59976a384,562.100821,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f1d23924-7bb8-11e9-a8d3-68b59976a384,562.10082,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f1eb8ef6-7bb8-11e9-a8d3-68b59976a384,562.99871,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli f2064534-7bb8-11e9-a8d3-68b59976a384,562.9987,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli f2273866-7bb8-11e9-a8d3-68b59976a384,562.100158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f242e138-7bb8-11e9-a8d3-68b59976a384,562.100477,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f25e12b4-7bb8-11e9-a8d3-68b59976a384,562.100824,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f27b7f7a-7bb8-11e9-a8d3-68b59976a384,562.100831,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli f2989204-7bb8-11e9-a8d3-68b59976a384,562.100826,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f2b43c52-7bb8-11e9-a8d3-68b59976a384,562.99827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f2da6bd4-7bb8-11e9-a8d3-68b59976a384,562.99882,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli f2f4c038-7bb8-11e9-a8d3-68b59976a384,562.99828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f30eae9e-7bb8-11e9-a8d3-68b59976a384,562.100116,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
Escherichia coli f32b1d86-7bb8-11e9-a8d3-68b59976a384,562.10043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f344c7ea-7bb8-11e9-a8d3-68b59976a384,562.100793,1.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli f35eca50-7bb8-11e9-a8d3-68b59976a384,562.100802,1.0,1.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0
Escherichia coli f379e7d6-7bb8-11e9-a8d3-68b59976a384,562.100811,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli f39406fc-7bb8-11e9-a8d3-68b59976a384,562.99869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f3ae25d2-7bb8-11e9-a8d3-68b59976a384,562.99875,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli f3c7c884-7bb8-11e9-a8d3-68b59976a384,562.99878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f3e45314-7bb8-11e9-a8d3-68b59976a384,562.100164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f3fdcc54-7bb8-11e9-a8d3-68b59976a384,562.100482,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli f419d412-7bb8-11e9-a8d3-68b59976a384,562.10083,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f4353180-7bb8-11e9-a8d3-68b59976a384,562.100829,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli f4502d46-7bb8-11e9-a8d3-68b59976a384,562.100832,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f473fa6e-7bb8-11e9-a8d3-68b59976a384,562.9988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f48e781c-7bb8-11e9-a8d3-68b59976a384,562.99884,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f4a956c8-7bb8-11e9-a8d3-68b59976a384,562.99883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f4c42a20-7bb8-11e9-a8d3-68b59976a384,562.10017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli f4dee810-7bb8-11e9-a8d3-68b59976a384,562.100486,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli f4fa6f9a-7bb8-11e9-a8d3-68b59976a384,562.100835,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f515939c-7bb8-11e9-a8d3-68b59976a384,562.100837,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli f53325f6-7bb8-11e9-a8d3-68b59976a384,562.100839,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f54e5c0e-7bb8-11e9-a8d3-68b59976a384,562.99887,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f5692264-7bb8-11e9-a8d3-68b59976a384,562.99829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f58bc8f0-7bb8-11e9-a8d3-68b59976a384,562.99833,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Escherichia coli f5a55022-7bb8-11e9-a8d3-68b59976a384,562.10011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f5bfee0a-7bb8-11e9-a8d3-68b59976a384,562.100416,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli f5dad0bc-7bb8-11e9-a8d3-68b59976a384,562.100769,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f5f50298-7bb8-11e9-a8d3-68b59976a384,562.100772,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli f60f6bba-7bb8-11e9-a8d3-68b59976a384,562.100773,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f6298f0e-7bb8-11e9-a8d3-68b59976a384,562.99834,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
Escherichia coli f649a96a-7bb8-11e9-a8d3-68b59976a384,562.99837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f665f5d4-7bb8-11e9-a8d3-68b59976a384,562.9984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f6894264-7bb8-11e9-a8d3-68b59976a384,562.100119,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
Escherichia coli f6a31cac-7bb8-11e9-a8d3-68b59976a384,562.100422,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli f6bd6bd4-7bb8-11e9-a8d3-68b59976a384,562.100777,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Escherichia coli f6d70c38-7bb8-11e9-a8d3-68b59976a384,562.100779,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0
Escherichia coli f6efdb6e-7bb8-11e9-a8d3-68b59976a384,562.100778,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
